timestamp,frame_number,ball_x,ball_y,ball_detected,player_1_x,player_1_y,player_1_width,player_1_height,player_1_detected,player_2_x,player_2_y,player_2_width,player_2_height,player_2_detected,player_3_x,player_3_y,player_3_width,player_3_height,player_3_detected,player_4_x,player_4_y,player_4_width,player_4_height,player_4_detected,player_5_x,player_5_y,player_5_width,player_5_height,player_5_detected,player_9_x,player_9_y,player_9_width,player_9_height,player_9_detected
2024-01-01 00:00:00.000000,0,,,False,552.5601501464844,841.0994567871094,144.55548095703125,179.00408935546875,True,1063.23486328125,255.10108947753906,65.332763671875,106.83590698242188,True,1519.8848266601562,136.6167869567871,49.8775634765625,117.58222198486328,True,1645.5982055664062,333.4922180175781,71.7725830078125,113.00885009765625,True,405.89117431640625,135.52610778808594,36.9349365234375,126.19467163085938,True,,,,,False
2024-01-01 00:00:00.033330,1,903.8377990722656,626.7539978027344,True,557.0856170654297,840.7025756835938,151.24832153320312,181.3455810546875,True,1067.0365600585938,256.02989959716797,69.6597900390625,106.23359680175781,True,1519.8319702148438,136.6512680053711,49.7545166015625,117.47050476074219,True,1645.4514770507812,333.04278564453125,72.0169677734375,113.8797607421875,True,405.8390350341797,135.5496711730957,36.963653564453125,126.15251922607422,True,,,,,False
2024-01-01 00:00:00.066660,2,884.7910766601562,648.7124633789062,True,565.4037933349609,840.2748718261719,162.85745239257812,182.00164794921875,True,1065.1690673828125,257.17261505126953,66.277099609375,103.26860046386719,True,1519.7756958007812,136.70563125610352,49.8489990234375,117.54451751708984,True,1645.340576171875,332.99383544921875,72.31396484375,114.04046630859375,True,405.8742218017578,135.50910568237305,37.069000244140625,126.22013092041016,True,,,,,False
2024-01-01 00:00:00.099990,3,870.8759460449219,658.0734252929688,True,576.8204193115234,838.563720703125,170.71890258789062,184.994140625,True,1065.1619873046875,258.3014678955078,63.490478515625,100.41970825195312,True,1519.78076171875,136.69492721557617,49.945556640625,117.4764175415039,True,1645.3499145507812,333.6384735107422,72.2877197265625,112.89968872070312,True,405.996337890625,135.28893280029297,37.2255859375,125.36439514160156,True,,,,,False
2024-01-01 00:00:00.133320,4,,,False,586.1676330566406,837.7472534179688,174.04315185546875,186.0546875,True,1066.5338745117188,257.8337707519531,60.8426513671875,99.590087890625,True,1519.7899169921875,136.63129806518555,49.829833984375,117.49274444580078,True,1645.4066162109375,333.7193298339844,72.206298828125,112.38629150390625,True,405.96998596191406,135.41344451904297,37.262786865234375,125.54710388183594,True,,,,,False
2024-01-01 00:00:00.166650,5,,,False,597.3952178955078,835.6782836914062,177.57785034179688,189.549072265625,True,1069.7308349609375,256.9642868041992,62.697509765625,101.00556945800781,True,1519.801025390625,136.6332778930664,49.85302734375,117.43824768066406,True,1645.4658813476562,333.64825439453125,72.0596923828125,112.62896728515625,True,405.96531677246094,135.50426864624023,37.261749267578125,125.50138092041016,True,,,,,False
2024-01-01 00:00:00.199980,6,830.166015625,695.2445678710938,True,615.1584777832031,834.0780639648438,172.55242919921875,192.3250732421875,True,1069.2569580078125,255.94223022460938,61.8251953125,101.824462890625,True,1519.7906494140625,136.62749862670898,49.864013671875,117.41349029541016,True,1645.4107666015625,333.6985626220703,72.034912109375,112.38424682617188,True,405.9721221923828,135.58501052856445,37.223968505859375,125.57781219482422,True,,,,,False
2024-01-01 00:00:00.233310,7,822.5815124511719,705.0232238769531,True,628.6149597167969,832.8764038085938,165.15533447265625,193.840576171875,True,1069.396240234375,255.07101440429688,60.063720703125,102.681396484375,True,1519.7797241210938,136.62497329711914,49.8612060546875,117.38402557373047,True,1645.4405517578125,333.71165466308594,71.8935546875,112.29244995117188,True,405.7921142578125,135.59391021728516,37.3614501953125,125.62940979003906,True,,,,,False
2024-01-01 00:00:00.266640,8,806.1184997558594,728.2139282226562,True,649.2605590820312,831.2738647460938,153.0401611328125,196.7711181640625,True,1069.7440185546875,255.4038543701172,51.781494140625,105.19009399414062,True,1519.8284301757812,136.5239028930664,49.9659423828125,117.42707824707031,True,1645.5108642578125,333.7900085449219,72.443115234375,112.50360107421875,True,405.5845489501953,135.59606552124023,37.546234130859375,125.71369171142578,True,,,,,False
2024-01-01 00:00:00.299970,9,,,False,663.7943725585938,829.8047790527344,154.4100341796875,198.96368408203125,True,1070.9591674804688,259.05406951904297,49.1439208984375,113.20655822753906,True,1519.7657470703125,136.53397369384766,50.10546875,117.33201599121094,True,1645.4841918945312,334.0067596435547,72.5814208984375,112.56851196289062,True,405.5467224121094,135.5726203918457,37.64215087890625,126.03087615966797,True,,,,,False
2024-01-01 00:00:00.333300,10,778.4598083496094,769.5899047851562,True,671.0256652832031,828.8278198242188,156.38922119140625,200.634765625,True,1072.5874633789062,260.5427932739258,51.3377685546875,116.19554138183594,True,1519.6717529296875,136.50680541992188,50.2626953125,117.47384643554688,True,1645.5903930664062,333.68544006347656,72.5836181640625,113.63381958007812,True,405.5338897705078,135.59578323364258,37.682586669921875,126.15087127685547,True,,,,,False
2024-01-01 00:00:00.366630,11,786.8362426757812,727.8616027832031,True,674.8396911621094,828.0968322753906,153.35626220703125,201.50738525390625,True,1073.5903930664062,261.24359130859375,58.1995849609375,117.72296142578125,True,1519.6339111328125,136.3969497680664,50.298828125,117.67713928222656,True,1645.7005004882812,333.5228729248047,72.5286865234375,114.14120483398438,True,405.4986267089844,135.61973190307617,37.6888427734375,126.21173858642578,True,,,,,False
