timestamp,frame_number,player_id,x1,y1,x2,y2,center_x,center_y,width,height
2024-01-01 00:00:00.000000,0,1,480.28240966796875,751.597412109375,624.837890625,930.6015014648438,552.5601501464844,841.0994567871094,144.55548095703125,179.00408935546875
2024-01-01 00:00:00.000000,0,2,1030.5684814453125,201.68313598632812,1095.9012451171875,308.51904296875,1063.23486328125,255.10108947753906,65.332763671875,106.83590698242188
2024-01-01 00:00:00.000000,0,3,1494.946044921875,77.82567596435547,1544.8236083984375,195.40789794921875,1519.8848266601562,136.6167869567871,49.8775634765625,117.58222198486328
2024-01-01 00:00:00.000000,0,4,1609.7119140625,276.98779296875,1681.4844970703125,389.99664306640625,1645.5982055664062,333.4922180175781,71.7725830078125,113.00885009765625
2024-01-01 00:00:00.000000,0,5,387.4237060546875,72.42877197265625,424.358642578125,198.62344360351562,405.89117431640625,135.52610778808594,36.9349365234375,126.19467163085938
2024-01-01 00:00:00.033330,1,1,481.4614562988281,750.02978515625,632.7097778320312,931.3753662109375,557.0856170654297,840.7025756835938,151.24832153320312,181.3455810546875
2024-01-01 00:00:00.033330,1,2,1032.2066650390625,202.91310119628906,1101.866455078125,309.1466979980469,1067.0365600585938,256.02989959716797,69.6597900390625,106.23359680175781
2024-01-01 00:00:00.033330,1,3,1494.9547119140625,77.916015625,1544.709228515625,195.3865203857422,1519.8319702148438,136.6512680053711,49.7545166015625,117.47050476074219
2024-01-01 00:00:00.033330,1,4,1609.4429931640625,276.1029052734375,1681.4599609375,389.982666015625,1645.4514770507812,333.04278564453125,72.0169677734375,113.8797607421875
2024-01-01 00:00:00.033330,1,5,387.3572082519531,72.4734115600586,424.32086181640625,198.6259307861328,405.8390350341797,135.5496711730957,36.963653564453125,126.15251922607422
2024-01-01 00:00:00.066660,2,1,483.9750671386719,749.2740478515625,646.83251953125,931.2756958007812,565.4037933349609,840.2748718261719,162.85745239257812,182.00164794921875
2024-01-01 00:00:00.066660,2,2,1032.030517578125,205.53831481933594,1098.3076171875,308.8069152832031,1065.1690673828125,257.17261505126953,66.277099609375,103.26860046386719
2024-01-01 00:00:00.066660,2,3,1494.8511962890625,77.9333724975586,1544.7001953125,195.47789001464844,1519.7756958007812,136.70563125610352,49.8489990234375,117.54451751708984
2024-01-01 00:00:00.066660,2,4,1609.18359375,275.9736022949219,1681.49755859375,390.0140686035156,1645.340576171875,332.99383544921875,72.31396484375,114.04046630859375
2024-01-01 00:00:00.066660,2,5,387.3397216796875,72.39904022216797,424.4087219238281,198.61917114257812,405.8742218017578,135.50910568237305,37.069000244140625,126.22013092041016
2024-01-01 00:00:00.099990,3,1,491.4609680175781,746.066650390625,662.1798706054688,931.060791015625,576.8204193115234,838.563720703125,170.71890258789062,184.994140625
2024-01-01 00:00:00.099990,3,2,1033.416748046875,208.09161376953125,1096.9072265625,308.5113220214844,1065.1619873046875,258.3014678955078,63.490478515625,100.41970825195312
2024-01-01 00:00:00.099990,3,3,1494.8079833984375,77.95671844482422,1544.7535400390625,195.43313598632812,1519.78076171875,136.69492721557617,49.945556640625,117.4764175415039
2024-01-01 00:00:00.099990,3,4,1609.2060546875,277.1886291503906,1681.4937744140625,390.08831787109375,1645.3499145507812,333.6384735107422,72.2877197265625,112.89968872070312
2024-01-01 00:00:00.099990,3,5,387.383544921875,72.60673522949219,424.609130859375,197.97113037109375,405.996337890625,135.28893280029297,37.2255859375,125.36439514160156
2024-01-01 00:00:00.133320,4,1,499.14605712890625,744.7199096679688,673.189208984375,930.7745971679688,586.1676330566406,837.7472534179688,174.04315185546875,186.0546875
2024-01-01 00:00:00.133320,4,2,1036.112548828125,208.03872680664062,1096.9552001953125,307.6288146972656,1066.5338745117188,257.8337707519531,60.8426513671875,99.590087890625
2024-01-01 00:00:00.133320,4,3,1494.875,77.88492584228516,1544.704833984375,195.37767028808594,1519.7899169921875,136.63129806518555,49.829833984375,117.49274444580078
2024-01-01 00:00:00.133320,4,4,1609.303466796875,277.52618408203125,1681.509765625,389.9124755859375,1645.4066162109375,333.7193298339844,72.206298828125,112.38629150390625
2024-01-01 00:00:00.133320,4,5,387.3385925292969,72.639892578125,424.60137939453125,198.18699645996094,405.96998596191406,135.41344451904297,37.262786865234375,125.54710388183594
2024-01-01 00:00:00.166650,5,1,508.6062927246094,740.9037475585938,686.1841430664062,930.4528198242188,597.3952178955078,835.6782836914062,177.57785034179688,189.549072265625
2024-01-01 00:00:00.166650,5,2,1038.382080078125,206.4615020751953,1101.07958984375,307.4670715332031,1069.7308349609375,256.9642868041992,62.697509765625,101.00556945800781
2024-01-01 00:00:00.166650,5,3,1494.87451171875,77.91415405273438,1544.7275390625,195.35240173339844,1519.801025390625,136.6332778930664,49.85302734375,117.43824768066406
2024-01-01 00:00:00.166650,5,4,1609.43603515625,277.3337707519531,1681.4957275390625,389.9627380371094,1645.4658813476562,333.64825439453125,72.0596923828125,112.62896728515625
2024-01-01 00:00:00.166650,5,5,387.3344421386719,72.75357818603516,424.59619140625,198.2549591064453,405.96531677246094,135.50426864624023,37.261749267578125,125.50138092041016
2024-01-01 00:00:00.199980,6,1,528.8822631835938,737.91552734375,701.4346923828125,930.2406005859375,615.1584777832031,834.0780639648438,172.55242919921875,192.3250732421875
2024-01-01 00:00:00.199980,6,2,1038.3443603515625,205.02999877929688,1100.1695556640625,306.8544616699219,1069.2569580078125,255.94223022460938,61.8251953125,101.824462890625
2024-01-01 00:00:00.199980,6,3,1494.858642578125,77.9207534790039,1544.72265625,195.33424377441406,1519.7906494140625,136.62749862670898,49.864013671875,117.41349029541016
